"name","country","subcountry","geonameid"
"Cranbourne","Australia","Victoria","2170078"
"Cranbourne","Australia","Victoria","2170079"
"Cranbrook","Canada","British Columbia","5931800"
"Cranendonck","Netherlands","North Brabant","2757890"
"Cranford","United States","New Jersey","5097017"
"Cranston","United States","Rhode Island","5221659"
"Crateús","Brazil","Ceará","3401548"
"Crato","Brazil","Ceará","3401545"
"Cravinhos","Brazil","São Paulo","3465209"
"Crawfordsville","United States","Indiana","4919381"
"Creil","France","Nord-Pas-de-Calais-Picardie","3022610"
"Crema","Italy","Lombardy","3177841"
"Cremona","Italy","Lombardy","3177838"
"Crépy-en-Valois","France","Nord-Pas-de-Calais-Picardie","3022569"
"Crespo","Argentina","Entre Rios","3859904"
"Crest Hill","United States","Illinois","4889107"
"Crestview","United States","Florida","4152311"
"Créteil","France","Île-de-France","3022530"
"Creve Coeur","United States","Missouri","4382837"
"Crevillente","Spain","Valencia","2519110"
"Criciúma","Brazil","Santa Catarina","3465196"
"Crimmitschau","Germany","Saxony","2939747"
"Cristalina","Brazil","Goiás","3465164"
"Crofton","United States","Maryland","4352539"
"Croix","France","Nord-Pas-de-Calais-Picardie","3022376"
"Croix des Bouquets","Haiti","Ouest","3727135"
"Cronulla","Australia","New South Wales","2169956"
"Crosby","United Kingdom","England","3209584"
"Crotone","Italy","Calabria","2524881"
"Crown Point","United States","Indiana","4919451"
"Crucecita","Mexico","Oaxaca","8858124"
"Cruces","Cuba","Cienfuegos","3563145"
"Cruz Alta","Brazil","Rio Grande do Sul","3465108"
"Cruz das Almas","Brazil","Bahia","3465105"
"Cruz del Eje","Argentina","Cordoba","3859828"
"Cruzeiro","Brazil","São Paulo","3465090"
"Cruzeiro do Oeste","Brazil","Paraná","3465083"
"Cruzeiro do Sul","Brazil","Acre","3664464"
"Crystal","United States","Minnesota","5023571"
"Crystal Lake","United States","Illinois","4889229"
"Csongrád","Hungary","Csongrád","721592"
"Củ Chi","Vietnam","Ho Chi Minh City","1584661"
"Cúa","Venezuela","Miranda","3644918"
"Cuajimalpa","Mexico","Mexico City","3530049"
"Cuamba","Mozambique","Niassa","1047660"
"Cuauhtémoc","Mexico","Mexico City","3827409"
"Cuauhtémoc","Mexico","Chihuahua","4012406"
"Cuautepec de Hinojosa","Mexico","Hidalgo","3529989"
"Cuautitlán","Mexico","México","3529986"
"Cuautitlán Izcalli","Mexico","México","3515807"
"Cuautla Morelos","Mexico","Morelos","3529982"
"Cuautlancingo","Mexico","Puebla","3529981"
"Cubatão","Brazil","São Paulo","3465059"
"Çubuk","Turkey","Ankara","748870"
"Cúcuta","Colombia","Norte de Santander","3685533"
"Cudahy","United States","Wisconsin","5249871"
"Cudahy","United States","California","5341051"
"Cuddalore","India","Tamil Nadu","1273802"
"Cuddapah","India","Andhra Pradesh","1273800"
"Cuenca","Ecuador","Azuay","3658666"
"Cuenca","Spain","Castille-La Mancha","3124132"
"Cuenca","Philippines","Calabarzon","1716618"
"Cuernavaca","Mexico","Morelos","3529947"
"Cueto","Cuba","Holguín","3562895"
"Cugir","Romania","Alba","679995"
"Cugnaux","France","Languedoc-Roussillon-Midi-Pyrénées","3022151"
"Cuiabá","Brazil","Mato Grosso","3465038"
"Cuijk","Netherlands","North Brabant","2757874"
"Cuilapa","Guatemala","Santa Rosa","3597804"
"Cuito","Angola","Bié","3348078"
"Cukai","Malaysia","Terengganu","1732945"
"Culemborg","Netherlands","Gelderland","2757872"
"Culiacán","Mexico","Sinaloa","4012176"
"Cullera","Spain","Valencia","2518949"
"Culleredo","Spain","Galicia","3124041"
"Cullinan","South Africa","Gauteng","1012413"
"Culver City","United States","California","5341114"
"Cumaná","Venezuela","Sucre","3644768"
"Cumanayagua","Cuba","Cienfuegos","3562827"
"Cumberland","United States","Maryland","4352681"
"Cumberland","United States","Rhode Island","5221703"
"Cumbum","India","Tamil Nadu","1268246"
"Cumbum","India","Andhra Pradesh","1273795"
"Çumra","Turkey","Konya","317844"
"Cuncolim","India","Goa","1273793"
"Cunduacán","Mexico","Tabasco","3529886"
"Cuneo","Italy","Piedmont","3177700"
"Cupertino","United States","California","5341145"
"Cupira","Brazil","Pernambuco","3401340"
"Ćuprija","Serbia","Central Serbia","791678"
"Curanilahue","Chile","Biobío","3892892"
"Curchorem","India","Goa","1273788"
"Curepipe","Mauritius","Plaines Wilhems","934570"
"Curicó","Chile","Maule","3892870"
"Curitiba","Brazil","Paraná","3464975"
"Curitibanos","Brazil","Santa Catarina","3464974"
"Currais Novos","Brazil","Rio Grande do Norte","3401283"
"Curridabat","Costa Rica","San José","3623977"
"Curtea de Argeş","Romania","Argeş","679907"
"Curug","Indonesia","Banten","1645895"
"Curumaní","Colombia","Cesar","3685335"
"Curup","Indonesia","Bengkulu","1645875"
"Cururupu","Brazil","Maranhão","3401148"
"Curuzú Cuatiá","Argentina","Corrientes","3435103"
"Curvelo","Brazil","Minas Gerais","3464891"
"Cusano Milanino","Italy","Lombardy","3177664"
"Cuscatancingo","El Salvador","San Salvador","3586833"
"Cusco","Peru","Cusco","3941584"
"Custódia","Brazil","Pernambuco","3401138"
"Custoias","Portugal","Guarda","2740174"
"Cutler","United States","Florida","4152564"
"Cutler Bay","United States","Florida","6332309"
"Cutler Ridge","United States","Florida","4152574"
"Cutral-Có","Argentina","Neuquen","3859552"
"Cuttack","India","Odisha","1273780"
"Cuxhaven","Germany","Lower Saxony","2939658"
"Cuyahoga Falls","United States","Ohio","5151613"
"Cyangugu","Rwanda","Western Province","202326"
"Cypress","United States","Texas","4684724"
"Cypress","United States","California","5341256"
"Czechowice-Dziedzice","Poland","Silesian Voivodeship","3101076"
"Czeladź","Poland","Silesian Voivodeship","3101057"
"Czerwionka-Leszczyny","Poland","Silesian Voivodeship","3100974"
"Częstochowa","Poland","Silesian Voivodeship","3100946"
"Ðà Lạt","Vietnam","Lâm Đồng","1584071"
"Da Nang","Vietnam","Đà Nẵng","1583992"
"Dabas","Hungary","Pest","3053836"
"Dabhoi","India","Gujarat","1273766"
"Daboh","India","Madhya Pradesh","1273756"
"Dabou","Ivory Coast","Lagunes","2290582"
"Dabra","India","Madhya Pradesh","1273751"
"Dąbrowa Górnicza","Poland","Silesian Voivodeship","3100796"
"Dabwāli","India","Haryana","1273745"
"Dachau","Germany","Bavaria","2939623"
"Dachnoye","Russia","St.-Petersburg","567311"
"Dadeldhurā","Nepal","Far Western","1283499"
"Dādhar","Pakistan","Balochistān","1180825"
"Dādri","India","Uttar Pradesh","1273724"
"Dadu","Pakistan","Sindh","1180809"
"Dadukou","China","Sichuan","1798998"
"Daegu","South Korea","Daegu","1835329"
"Daejeon","South Korea","Daejeon","1835235"
"Daet","Philippines","Bicol","1716287"
"Dagestanskiye Ogni","Russia","Dagestan","567290"
"Dagomys","Russia","Krasnodarskiy","823674"
"Dāhānu","India","Maharashtra","1273708"
"Dahegām","India","Gujarat","1273704"
"Dahlem","Germany","Berlin","2939440"
"Daigo","Japan","Ibaraki","2112989"
"Dailekh","Nepal","Mid Western","1283496"
"Daimiel","Spain","Castille-La Mancha","2518924"
"Dainava (Kaunas)","Lithuania","Kauno apskritis","6618486"
"Daitōchō","Japan","Ōsaka","1864416"
"Dajabón","Dominican Republic","Dajabón","3508952"
"Dājal","Pakistan","Punjab","1180752"
"Dakar","Senegal","Dakar","2253354"
"Dakhla","Western Sahara","Oued Ed-Dahab-Lagouira","2463447"
"Dakhla","Morocco","Oued ed Dahab-Lagouira","8542188"
"Dākor","India","Gujarat","1273665"
"Dakoro","Niger","Maradi","2446267"
"Dal'negorsk","Russia","Primorskiy","2051471"
"Dal’nerechensk","Russia","Primorskiy","2025159"
"Dalai","China","Jilin Sheng","2037930"
"Dalaman","Turkey","Muğla","447273"
"Dalandzadgad","Mongolia","Ömnögovĭ","2032007"
"Dalfsen","Netherlands","Overijssel","2757850"
"Dali","China","Yunnan","1814093"
"Dalian","China","Liaoning","1814087"
"Daliang","China","Guangdong","1814082"
"Dalianwan","China","Liaoning","1921372"
"Dāliyat el Karmil","Israel","Haifa","295365"
"Dalkola","India","West Bengal","1273642"
"Dallas","United States","Texas","4684888"
"Dalmine","Italy","Lombardy","3177650"
"Daloa","Ivory Coast","Haut-Sassandra","2290486"
"Dalsingh Sarai","India","Bihar","1273628"
"Dalton","United States","Georgia","4190581"
"Daltonganj","India","Jharkhand","1273626"
"Daly City","United States","California","5341430"
"Dam Dam","India","West Bengal","1272243"
"Daman","India","Daman and Diu","1273618"
"Damanhūr","Egypt","Al Buḩayrah","358448"
"Damara","Central African Republic","Ombella-Mpoko","2387435"
"Damascus","Syria","Dimashq","170654"
"Damascus","United States","Maryland","4352728"
"Damaturu","Nigeria","Yobe","2345521"
"Damāvand","Iran","Tehrān","138042"
"Damboa","Nigeria","Borno","2345498"
"Dambulla","Sri Lanka","Central","1248749"
"Dāmghān","Iran","Semnān","138025"
"Damietta","Egypt","Dumyāţ","358048"
"Dammam","Saudi Arabia","Eastern Province","110336"
"Dammarie-les-Lys","France","Île-de-France","3021852"
"Damme","Germany","Lower Saxony","2939167"
"Dāmnagar","India","Gujarat","1273593"
"Damnoen Saduak","Thailand","Ratchaburi","1153513"
"Damoh","India","Madhya Pradesh","1273587"
"Dampit","Indonesia","East Java","1645749"
"Dan Khun Thot","Thailand","Nakhon Ratchasima","1610963"
"Dana Point","United States","California","5341483"
"Ḏânan","Djibouti","Ali Sabieh","224152"
"Danané","Ivory Coast","Dix-Huit Montagnes","2290462"
"Danao","Philippines","Central Visayas","1715804"
"Danao","Philippines","Central Visayas","1715812"
"Dandeli","India","Karnataka","1273574"
"Dandenong","Australia","Victoria","2169460"
"Dandenong North","Australia","Victoria","9972522"
"Dandong","China","Liaoning","2037886"
"Danghara","Tajikistan","Khatlon","1221965"
"Dania Beach","United States","Florida","4152772"
"Danilov","Russia","Jaroslavl","567183"
"Danjiangkou","China","Hubei","1813828"
"Dankov","Russia","Lipetsk","567109"
"Danlí","Honduras","El Paraíso","3612907"
"Danshui","China","Guangdong","1813812"
"Danvers","United States","Massachusetts","4934500"
"Danville","United States","Kentucky","4289445"
"Danville","United States","Illinois","4889426"
"Danville","United States","California","5341531"
"Daokou","China","Henan Sheng","1813775"
"Daoukro","Ivory Coast","Nʼzi-Comoé","2290412"
"Dapaong","Togo","Savanes","2367164"
"Daphne","United States","Alabama","4058219"
"Dapitan","Philippines","Zamboanga Peninsula","1715542"
"Daqing","China","Heilongjiang Sheng","2037860"
"Dar Chabanne","Tunisia","Nābul","2471637"
"Dar Chioukh","Algeria","Djelfa","2500904"
"Dar el Beïda","Algeria","Alger","2500889"
"Dar es Salaam","Tanzania","Dar es Salaam","160263"
"Dār Kulayb","Bahrain","Southern Governorate","290269"
"Dar‘ā","Syria","Daraa","170905"
"Dara","Senegal","Louga","2253277"
"Dārāb","Iran","Fars","137956"
"Dārayyā","Syria","Rif-dimashq","170892"
"Darazo","Nigeria","Bauchi","2345152"
"Darbhanga","India","Bihar","1273491"
"Dārchulā","Nepal","Western Region","1283484"
"Dareda","Tanzania","Manyara","160266"
"Darende","Turkey","Malatya","317588"
"Dargeçit","Turkey","Mardin","317587"
"Darhan","Mongolia","Darhan Uul","2031964"
"Darien","United States","Illinois","4889447"
"Dārjiling","India","West Bengal","1273467"
"Darmstadt","Germany","Hesse","2938913"
"Darnah","Libya","Darnah","87205"
"Darreh Shahr","Iran","Īlām","137436"
"Dartmouth","Canada","Nova Scotia","5935277"
"Daru","Papua New Guinea","Western Province","2098329"
"Dārwha","India","Maharashtra","1273440"
"Darwin","Australia","Northern Territory","2073124"
"Darya Khān","Pakistan","Punjab","1180454"
"Daryāpur","India","Maharashtra","1273434"
"Dasha","China","Guangdong","1807301"
"Dashiqiao","China","Liaoning","2037823"
"Dashitou","China","Jilin Sheng","2037820"
"Dashtobod","Uzbekistan","Jizzax","1512480"
"Daska","Pakistan","Punjab","1180436"
"Dasmariñas","Philippines","Calabarzon","1715430"
"Dāsna","India","Uttar Pradesh","1273416"
"Dasnapur","India","Telangana","7302812"
"Daşoguz","Turkmenistan","Daşoguz","601734"
"Dassa-Zoumé","Benin","Collines","2394711"
"Dasūya","India","Punjab","1273410"
"Dātāganj","India","Uttar Pradesh","1273409"
"Date","Japan","Hokkaido","2130421"
"Datia","India","Madhya Pradesh","1273403"
"Datong","China","Anhui Sheng","1813451"
"Datong","China","Shanxi Sheng","2037799"
"Dattāpur","India","Maharashtra","1273397"
"Datteln","Germany","North Rhine-Westphalia","2938784"
"Dāūd Khel","Pakistan","Punjab","1180419"
"Daudnagar","India","Bihar","1273390"
"Daugavpils","Latvia","Daugavpils municipality","460413"
"Daund","India","Maharashtra","1273374"
"Daur","Pakistan","Sindh","1180374"
"Daura","Nigeria","Katsina","2345094"
"Daura","Nigeria","Yobe","2345096"
"Dausa","India","Rajasthan","1273369"
"Davao","Philippines","Davao","1715348"
"Davenport","United States","Iowa","4853423"
"David","Panama","Chiriquí","3711668"
"Davie","United States","Florida","4152820"
"Davis","United States","California","5341704"
"Davlekanovo","Russia","Bashkortostan","567006"
"Davydkovo","Russia","Moscow","566976"
"Dawei","Myanmar","Tanintharyi","1293625"
"Dawukou","China","Ningxia Huizu Zizhiqu","1813344"
"Dax","France","Aquitaine-Limousin-Poitou-Charentes","3021670"
"Daxi","Taiwan","Taiwan","1668467"
"Daxing","China","Beijing","1807544"
"Daye","China","Hubei","1813206"
"Dayr al Balaḩ","Palestinian Territory","Gaza Strip","281141"
"Dayr Ḩāfir","Syria","Aleppo","170785"
"Dayr Mawās","Egypt","Al Minyā","358274"
"Dayrūţ","Egypt","Asyūţ","358269"
"Dayton","United States","Ohio","4509884"
"Daytona Beach","United States","Florida","4152872"
"Dazaifu","Japan","Fukuoka","7422816"
"Dazhong","China","Jiangsu","1813088"
"Dazhou","China","Sichuan","1813325"
"De Aar","South Africa","Northern Cape","1011632"
"De Bilt","Netherlands","Utrecht","2757783"
"De Pere","United States","Wisconsin","5250201"
"Deán Funes","Argentina","Cordoba","3859512"
"Dearborn","United States","Michigan","4990510"
"Dearborn Heights","United States","Michigan","4990512"
"Deba","Nigeria","Gombe","2345029"
"Debal’tseve","Ukraine","Donetsk","710229"
"Debar","Macedonia","Debar","791606"
"Debark’","Ethiopia","Amhara","339823"
"DeBary","United States","Florida","4152926"
"Dębica","Poland","Subcarpathian Voivodeship","773380"
"Debila","Algeria","El Oued","2500737"
"Dęblin","Poland","Lublin Voivodeship","773357"
"Debre Birhan","Ethiopia","Amhara","339734"
"Debre Mark’os","Ethiopia","Amhara","339708"
"Debre Tabor","Ethiopia","Amhara","339686"
"Debrecen","Hungary","Hajdú-Bihar","721472"
"Deçan","Kosovo","Gjakova","791580"
"Decatur","United States","Alabama","4058553"
"Decatur","United States","Georgia","4191124"
"Decatur","United States","Illinois","4236895"
"Deception Bay","Australia","Queensland","2169220"
"Děčín","Czech Republic","Ústecký","3077244"
"Décines-Charpieu","France","Auvergne-Rhône-Alpes","3021662"
"Dededo Village","Guam","Dededo","4043909"
"Dedham","United States","Massachusetts","4934664"
"Dédougou","Burkina Faso","Boucle du Mouhoun","2361477"
"Dedovsk","Russia","MO","566854"
"Dedza","Malawi","Central Region","930025"
"Dee Why","Australia","New South Wales","2208305"
"Deer Park","Australia","Victoria","2169145"
"Deer Park","United States","Texas","4685737"
"Deer Park","United States","New York","5114731"
"Deerfield","United States","Illinois","4889668"
"Deerfield Beach","United States","Florida","4153071"
"Deeside","United Kingdom","Wales","8299616"
"Defiance","United States","Ohio","5151861"
"Degema Hulk","Nigeria","Rivers","2591159"
"Deggendorf","Germany","Bavaria","2938540"
"Degtyarsk","Russia","Sverdlovsk","1507488"
"Dehdasht","Iran","Kohgīlūyeh va Būyer Aḩmad","136987"
"Dehiwala-Mount Lavinia","Sri Lanka","Western","1234569"
"Dehlorān","Iran","Īlām","136702"
"Dehra Dūn","India","Uttarakhand","1273313"
"Dehri","India","Bihar","1273309"
"Dehui","China","Jilin Sheng","2037712"
"Deinze","Belgium","Flanders","2799746"
"Deir ez-Zor","Syria","Deir ez-Zor","170794"
"Dej","Romania","Cluj","679550"
"DeKalb","United States","Illinois","4889553"
"Del City","United States","Oklahoma","4534934"
"Del Pilar","Philippines","Central Luzon","1715169"
"Del Rio","United States","Texas","5520076"
"DeLand","United States","Florida","4152890"
"Delanggu","Indonesia","Central Java","1645565"
"Delano","United States","California","5342485"
"Delaware","United States","Ohio","5151891"
"Delbrück","Germany","North Rhine-Westphalia","2938389"
"Delcevo","Macedonia","Delčevo","791559"
"Delfshaven","Netherlands","South Holland","2757347"
"Delft","Netherlands","South Holland","2757345"
"Delfzijl","Netherlands","Groningen","2757340"
"Delgado","El Salvador","San Salvador","3586814"
"Delhi","India","NCT","1273294"
"Deli Tua","Indonesia","North Sumatra","1215199"
"Delicias","Spain","Aragon","6615440"
"Delījān","Iran","Markazi","136399"
"Delitzsch","Germany","Saxony","2938376"
"Dellys","Algeria","Boumerdes","2500583"
"Delmas","South Africa","Mpumalanga","1011031"
"Delmas 73","Haiti","Ouest","3726786"
"Delmenhorst","Germany","Lower Saxony","2938323"
"Delmiro Gouveia","Brazil","Alagoas","3401109"
"Delray Beach","United States","Florida","4153132"
"Delta","Canada","British Columbia","5937615"
